번호,낚시터명,낚시터유형,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도
439,백화낚시터,저수지,전북특별자치도 진안군 안천면 진무로 3206,전북특별자치도 진안군 안천면 백화리 342-8,35.90144004,127.574178
440,산외 강현낚시터,기타,전북특별자치도 정읍시 산외면 상두1길 11-17,전북특별자치도 정읍시 산외면 화죽리 613-1,35.6315183,127.0596968
441,우정낚시터,기타,전북특별자치도 정읍시 소성면 소성상평로 238,전북특별자치도 정읍시 소성면 주천리 636-5,35.5603433,126.8053888
442,자바라,기타,전북특별자치도 전주시 완산구 평화로 69,전북특별자치도 전주시 완산구 평화동2가 909-3,35.7830203,127.1331617
443,송치낚시터,평지,전북특별자치도 남원시 주천면 웅치길 20,전북특별자치도 남원시 주천면 송치리 229,35.377,127.432
444,호암낚시터,기타,"전북특별자치도 임실군 신평면 호암3길 1-20, 호암사계절낚시터",전북특별자치도 임실군 신평면 호암리 174-1 호암사계절낚시터,35.654754,127.24716
445,자연을닮은사람들,저수지,,전북특별자치도 임실군 관촌면 용산리 176-6 자연을닮은사람들,35.645866,127.286135
446,자연을닮은사람들,저수지,,전북특별자치도 임실군 관촌면 용산리 176-6 자연을닮은사람들,35.645866,127.286135
447,호암낚시터,기타,"전북특별자치도 임실군 신평면 호암3길 1-20, 호암사계절낚시터",전북특별자치도 임실군 신평면 호암리 174-1 호암사계절낚시터,35.654754,127.24716
448,땅끝낚시터,바다,"전라남도 해남군 송지면 갈산길 93, 땅끝낚시터",전라남도 해남군 송지면 송호리 1220-11,34.30556,126.516116
449,해남바다낚시터,바다,"전라남도 해남군 화원면 영호길 42-18, 구성리 지선",전라남도 해남군 화원면 영호리 2-35,34.700442,126.347855
450,거금해양낚시공원,바다,전라남도 고흥군 금산면 신촌내동길 18-132,전라남도 고흥군 금산면 신촌리 1100,34.46942797,127.104524
451,홍길동낚시터,평지,전라남도 장성군 삼서면 영장로 2103,전라남도 장성군 삼서면 홍정리 85,35.2346229,126.701275
452,황룡강낚시터,평지,전라남도 장성군 장성읍 강변안길 18,전라남도 장성군 장성읍 기산리 491-6,35.297111,126.775019
453,청풍낚시터,평지,전라남도 화순군 청풍면 차풍로 370,,34.90460529,126.9802482
454,앵남낚시터,평지,전라남도 화순군 화순읍 앵무동1길 132,전라남도 화순군 화순읍 앵남리 21-3,35.05032669,126.924278
455,소경어촌계낚시터,바다,전라남도 여수시 소경도1길 15-1,전라남도 여수시 경호동 809,34.70848891,127.707826
456,돌산해양낚시공원낚시터,바다,전라남도 여수시 돌산읍 우두1길 12-13,전라남도 여수시 돌산읍 우두리 806,34.727104,127.73669
457,여수가족생활낚시터,바다,전라남도 여수시 신월1길 42 1층 신월슈퍼,전라남도 여수시 신월동 93-7,34.4258515,127.4255849
458,현대낚시터,바다,"전라남도 해남군 화원면 영호길 42-7, 민물과 바다",전라남도 해남군 화원면 영호리 2-2 민물과 바다,34.700316,126.346842
459,대광낚시터,바다,"전라남도 해남군 화원면 영호길 42-17, 대광낚시",전라남도 해남군 화원면 영호리 2-26 대광낚시,34.700623,126.34759
460,목포바지선포인트선상,바다,"전라남도 해남군 화원면 영호길 42-7, 민물과 바다",전라남도 해남군 화원면 영호리 2-2 민물과 바다,34.700316,126.346842
461,해남별암낚시터,바다,"전라남도 해남군 화원면 영호길 42-7, 민물과 바다",전라남도 해남군 화원면 영호리 2-2 민물과 바다,34.700316,126.346842
462,현대바다낚시터,바다,"전라남도 해남군 화원면 영호길 42-7, 민물과 바다",전라남도 해남군 화원면 영호리 2-2 민물과 바다,34.700316,126.346842
463,해남화원낚시터,바다,"전라남도 해남군 화원면 영호길 42-7, 민물과 바다",전라남도 해남군 화원면 영호리 2-2 민물과 바다,34.700316,126.346842
464,대광낚시터 2호,바다,"전라남도 해남군 화원면 영호길 42-7, 민물과 바다",전라남도 해남군 화원면 영호리 2-2 민물과 바다,34.700316,126.346842
465,활주로낚시터,기타,"전라남도 나주시 산포면 등정덕례길 54, 활주로낚시터랜드",전라남도 나주시 산포면 등정리 557-2 활주로낚시터랜드,35.0467,126.8193
466,콜낚시,바다,전라남도 신안군 압해읍 장감길 220,전라남도 신안군 압해읍 장감리 529-14,34.49603,126.193624
467,나룻가낚시터,바다,"전라남도 신안군 압해읍 복룡로 688-4, 나룻가횟집",전라남도 신안군 압해읍 복룡리 144-13 나룻가횟집,34.5422629,126.2031165
468,신안낚시터,바다,"전라남도 신안군 압해읍 복룡로 688-6, 복룡횟집",전라남도 신안군 압해읍 복룡리 144-4 복룡횟집,34.90533275,126.3383433
469,해성낚시터,바다,전라남도 신안군 압해읍 천사로 15,전라남도 신안군 압해읍 신장리 산 154-5,34.483486,126.20913
470,복용낚시터,바다,전라남도 신안군 압해읍 복룡로 688-8,전라남도 신안군 압해읍 복룡리 144-14,34.5441767,126.1947507
471,가우도 복합낚시공원,바다,전라남도 강진군 도암면 가우도길 2-13,전라남도 강진군 도암면 신기리 산 35-2,34.56687,126.72371
472,서중어촌체험마을,바다,전라남도 강진군 마량면 까막섬로 75-7,전라남도 강진군 마량면 마량리 1275-18,34.47072,126.82785
473,홀통낚시터,바다,전라남도 무안군 현경면 홀통길 198-1,전라남도 무안군 현경면 오류리 1367,35.06163962,126.3321694
474,늘푸른해상낚시펜션,바다,전라남도 무안군 운남면 운해로 1,전라남도 무안군 운남면 성내리 328-5,34.91535387,126.3384729
475,늘푸른낚시,바다,전라남도 무안군 운남면 운해로 1,전라남도 무안군 운남면 성내리 328-5,34.91535387,126.3384729
476,여울섬낚시체험장,바다,전라남도 무안군 망운면 탄도리 지선,,34.9953463,126.335624
477,정남진 해양낚시공원,바다,전라남도 장흥군 회진면 해양낚시길 135,전라남도 장흥군 회진면 대리 115-12,34.4706335,126.9740566
478,가란콜낚시,바다,전라남도 신안군 압해읍 장감길 220,전라남도 신안군 압해읍 장감리 529-14,34.52284,126.224746
479,해남바다낚시터2호,바다,"전라남도 해남군 화원면 영호길 42-17, 대광낚시",전라남도 해남군 화원면 영호리 2-26 대광낚시,34.700623,126.34759
480,해남화원낚시터2,바다,전라남도 해남군 화원면 영호길 78,전라남도 해남군 화원면 영호리 973-4,34.697721,126.342648
481,새마을낚시터,저수지,경상북도 경주시 내남면 내남로 393-20,경상북도 경주시 내남면 망성리 443번지,35.78205433,129.1865307
482,삼괴정낚시터,저수지,경상북도 경주시 강동면 다산길 117,경상북도 경주시 강동면 다산리 250,36.04980649,129.2594352
483,동산낚시터,저수지,경상북도 경주시 천북면 천강로 123-5,경상북도 경주시 천북면 동산리 206,35.90181187,129.275109
484,덕방낚시터,저수지,경상북도 경주시 외동읍 덕방지길 19-38,경상북도 경주시 외동읍 냉천리 342번지 13호,35.70590206,129.297816
485,인동낚시터,저수지,경상북도 경주시 강동면 인좌안길 6-1,경상북도 경주시 강동면 인동리 507번지,35.98661005,129.2624603
486,광지낚시터,저수지,경상북도 경주시 건천읍 천포방내길 98-9,경상북도 경주시 건천읍 조전리 546-4,35.83813866,129.0986789
487,구봉낚시터,저수지,경상북도 칠곡군 지천면 낙산로5길 144-55,경상북도 칠곡군 지천면 낙산리 655-4,35.94234,128.511751
488,호암지낚시터,저수지,경상북도 칠곡군 약목면 남계리 1046,경상북도 칠곡군 약목면 남계리 1046,36.024887,128.355128
489,도속지낚시터,저수지,경상북도 칠곡군 북삼읍 오평리 1381,경상북도 칠곡군 북삼읍 오평리 1381,36.055072,128.368072
490,천평지낚시터,저수지,경상북도 칠곡군 가산면 금화리 36외 25필지,경상북도 칠곡군 가산면 금화리 36외 25필지,36.076021,128.549696
491,봇또랑낚시터,기타,"경상북도 칠곡군 북삼읍 율리 549-5,551-2,551-3,553-5,549-5","경상북도 칠곡군 북삼읍 율리 549-5,551-2,551-3,553-5,549-5",36.054527,128.340378
492,이천낚시터,평지,경상북도 상주시 외서면 이천2길83,경상북도 상주시 외서면 이천리 215-4,36.47767421,128.1395139
493,아포사계절낚시터,저수지,경상북도 김천시 아포읍 제석리 1431-7,,36.1464838,128.2202
494,아포과수원낚시터,평지,경상북도 김천시 아포읍 국사리 155-1,,36.1582056,128.2494965
495,배시네낚시터,평지,경상북도 김천시 아포읍 의리 121-1,,36.1888737,128.2321408
496,복강유료낚시터,저수지,경상북도 김천시 대항면 복전리 188-2,,36.131298,128.0231607
497,강태공낚시터,기타,경상북도 칠곡군 왜관읍 애국동산로 150,경상북도 칠곡군 왜관읍 석전리 455-6,36.004523,128.411958
498,신동지낚시터,저수지,경상북도 구미시 인동가산로 590,경상북도 구미시 신동 57,36.09708,128.4749
499,물만난고기,기타,경상북도 구미시 인동중앙로 42,경상북도 구미시 인의동 365-2,36.10867,128.4229
500,역돔낚시터,평지,경상북도 문경시 문경읍 새재로 623,경상북도 문경시 문경읍 진안리 94-3,36.55211,128.232232
501,돌다리낚시터,평지,경상북도 문경시 마성면 은성길 173,경상북도 문경시 마성면 하내리 173,36.540228,128.232232
502,우지낚시터,평지,경상북도 문경시 갈밭길 7-13,경상북도 문경시 우지동 409,36.540228,128.232232
503,두메낚시터,계곡,경상북도 경산시 남천면 신방길 39,,35.760534,128.777194
504,OK낚시터,저수지,경상북도 경주시 대추밭안길 18-7(조양동),경상북도 경주시 조양동 255-1,35.7788,129.2764
505,평사낚시터,저수지,경상북도 경산시 진량읍 평사리 42-2,,35.885503,128.871725
506,삼사낚시터,평지,경상북도 영천시 고경면 추곡길 215-12,경상북도 영천시 고경면 용전리 891,35.98685782,129.0239398
507,개나리,기타,경상북도 고령군 대가야읍 정정골길 67-39,경상북도 고령군 대가야읍 쾌빈리 556-13,35.741599,128.257505
508,다산나정,기타,경상북도 고령군 다산면 나선로 312-27,경상북도 고령군 다산면 나정리 94,35.83044575,128.3995484
509,명포낚시터,평지,경상북도 성주군 선남면 명포리 15,경상북도 성주군 선남면 명포리 15,35.882386,128.331951
510,장기낚시터,기타,경상북도 안동시 북후면 북평로 697-16,경상북도 안동시 북후면 장기리 624-1,36.66993336,128.7024188
511,선어대낚시터,기타,경상북도 안동시 남선면 기느리길 252,경상북도 안동시 남선면 신석리 975,36.54445316,128.773899
512,지동낚시터,기타,경상북도 안동시 임동면 고천지촌로 1061,경상북도 안동시 임동면 지리 383-21,36.50687533,128.9941229
513,암반수낚시터,기타,경상북도 의성군 다인면 서부로 3018,경상북도 의성군 다인면 덕지리 125-1,36.46624748,128.3384845
514,매전낚시터,저수지,경상북도 청도군 매전면 온장길 142,경상북도 청도군 매전면 호화리 752-71,35.637162,128.851936
515,대물낚시터,기타,경상북도 포항시 북구 기계면 봉좌로383번길 32-2,경상북도 포항시 북구 기계면 봉계리 517-1,36.08236536,129.1615819
516,귀내낚시터,저수지,,경상북도 영주시 고현동 412-50,36.837674,128.6173471
517,파지낚시터,저수지,"경상북도 영주시 장수면 장수로 827, 파지리낚시터",경상북도 영주시 장수면 파지리 218-1 파지리낚시터,36.8021328,128.5475622
518,평은낚시터,저수지,경상북도 영주시 평은면 강동로410번길 24,경상북도 영주시 평은면 강동리 970,36.71467002,128.6879693
519,갈천유료낚시터,저수지,경상남도 고성군 대가면 갈천로 310,경상남도 고성군 대가면 갈천리 55,35.02673,128.251947
520,니모실내낚시카페,기타,"경남 창녕군 창녕읍 종로15, B01호(낙원빌라)",경남 창녕군 창녕읍 교하리 46-2 낙원빌라 B01호,35.53866,128.4977488
521,달창유로낚시터,기타,"경남 창녕군 성산면 방리 1067-14, 1067-44","경남 창녕군 성산면 방리 1067-14, 1067-44",35.6091748,128.5156706
522,중화어촌계낚시터,바다,,경상남도 통영시 산양읍 연화리 산 228,34.780811,128.379185
523,도동 낚시터,바다,경상남도 통영시 욕지면 욕지일주로 896-104,경상남도 통영시 욕지면 서산리 606,34.679583,128.253251
524,용머리낚시터,바다,경상남도 통영시 욕지면 연화리 산 13,경상남도 통영시 욕지면 연화리 산 13,34.65714676,128.3469023
525,동영낚시터,바다,경상남도 통영시 욕지면 연화리 산 145-1,경상남도 통영시 욕지면 연화리 산 145-1,34.64936942,128.3490952
526,능양유료낚시터,바다,경상남도 통영시 사량면 양지리 산 94,경상남도 통영시 사량면 양지리 산 94,34.80872192,128.2405895
527,유동낚시터,바다,경상남도 통영시 욕지면 서산리 117-1 마을회관,경상남도 통영시 욕지면 서산리 117-1 마을회관,34.80872192,128.2405895
528,한마음낚시터,바다,경상남도 통영시 욕지면 노대리 44-1,경상남도 통영시 욕지면 노대리 44-1,34.66611518,128.2483465
529,통영등대낚시공원,바다,경상남도 통영시 산양읍 영운리 72-12,경상남도 통영시 산양읍 영운리 72-12,34.81074538,128.441055
530,제2유동낚시터,바다,경상남도 통영시 욕지면 서산리 산33,경상남도 통영시 욕지면 서산리 산33,34.61695055,128.2325726
531,중화어촌계낚시터,바다,경상남도 통영시 산양읍 연화리 산228,경상남도 통영시 산양읍 연화리 산228,34.77924079,128.3789691
532,외지유료낚시터,바다,경상남도 통영시 사량면 양지리 677-6,경상남도 통영시 사량면 양지리 677-6,34.81235844,128.2147933
533,옥동산내어촌계 유료낚시터,바다,경상남도 통영시 욕지면 동항리 183-4,경상남도 통영시 욕지면 동항리 183-4,34.63404947,128.2808186
534,백학어촌계 유료낚시터,바다,경상남도 통영시 사량면 양지리 산 88-1,경상남도 통영시 사량면 양지리 산 88-1,34.80861114,128.2550604
535,사량도 바다낚시터,바다,경상남도 통영시 사량면 금평리 247-10,경상남도 통영시 사량면 금평리 247-10,34.84478654,128.223943
536,탄항좌대낚시터,바다,경상남도 통영시 욕지면 노대리 산14-6,경상남도 통영시 욕지면 노대리 산14-6,34.679583,128.253251
537,동두좌대낚시터,바다,경상남도 통영시 욕지면 연화리 산2-45,경상남도 통영시 욕지면 연화리 산2-45,34.642713,128.369739
538,장촌낚시터,바다,경상남도 통영시 산양읍 풍화리 343-1,경상남도 통영시 산양읍 풍화리 343-1,34.817821,128.37093
539,동머리낚시터,바다,경상남도 통영시 욕지면 연화리 산2-46,경상남도 통영시 욕지면 연화리 산2-46,34.642236,128.370198
540,노대조은낚시터,바다,경상남도 통영시 욕지면 노대리 산15-24,경상남도 통영시 욕지면 노대리 산15-24,34.669446,128.251937
541,지정낚시터,평지,경상남도 의령군 지정면 함의로 1360-17,경상남도 의령군 지정면 봉곡리 206-2,35.37455951,128.402504
542,필봉정낚시터,평지,,경상남도 김해시 대동면 괴정리 311-3번지,35.26130932,128.9836764
543,화현낚시터,평지,,경상남도 김해시 상동면 감노리 17번지,35.33559343,128.9393673
544,다낚아 낚시터,기타,경상남도 김해시 함박로 119번길 17,경상남도 김해시 외동 1259-4번지 201호,35.23363583,128.8672616
545,대도유료낚시터,기타,"경상남도 하동군 금남면 대도길 117, 대도복지회관",경상남도 하동군 금남면 대도리 143-2 대도복지회관,34.932254,127.832022
546,송문유료낚시터,기타,경상남도 하동군 금남면 미법마을길 40-5,경상남도 하동군 금남면 송문리 741,34.951171,127.855957
547,황금빛노을바다 낚시터,바다,경상남도 사천시 사천대로 35,경상남도 사천시 대방동 759번지 지선 해역,34.93373613,128.0490197
548,황금빛노을바다 낚시터 2호,바다,경상남도 사천시 해안관광로,경상남도 사천시 실안동 1129번지 지선 해역,34.95223985,128.0336695
549,산분령 유료 낚시터,바다,경상남도 사천시 해안관광로,경상남도 사천시 실안동 산 31-2번지 지선 해역,34.95208657,128.0337571
550,대포황토펜션 낚시터,바다,경상남도 사천시 대례길,경상남도 사천시 대포동 457번지 지선 해역,34.99028857,128.0413317
551,저도 유료낚시터,바다,경상남도 사천시 저도길,경상남도 사천시 마도동 산15-3번지 지선 해역,34.94374921,128.0289693
552,사항어촌계 낚시터,바다,경상남도 남해군 미조면 미조로 212,경상남도 남해군 미조면 미조리 168-46,34.70905674,128.0482496
553,사항제2낚시터,바다,경상남도 남해군 미조면 미조로 212,경상남도 남해군 미조면 미조리 168-46,34.708829,128.058231
554,설리 낚시터,바다,경상남도 남해군 미조면 미송로303번안길 8-13,경상남도 남해군 미조면 송정리 985-1,34.706407,128.024712
555,설리바다낚시터,바다,경상남도 남해군 미조면 미송로303번안길 8-13,경상남도 남해군 미조면 송정리 985-1,34.704381,128.027913
556,원전어촌계 (태진)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.04,128.38
557,원전어촌계 (태양)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.04,128.38
558,원전어촌계 (천수)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.04,128.38
559,원전어촌계 (조선)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.04,128.38
560,원전어촌계 (재영)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.04,128.38
561,원전어촌계 (용마)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.04,128.38
562,원전어촌계 (쌍둥이2)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.04,128.38
563,원전어촌계 (쌍둥이1)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.03,128.38
564,원전어촌계 (순찬)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 4-4번지 앞 지선 해역 일원,35.04,128.38
565,원전어촌계 (성용)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.04,128.38
566,원전어촌계 (선창)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.04,128.38
567,원전어촌계 (삼정)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.04,128.38
568,원전어촌계 (삼성)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.03,128.38
569,원전어촌계 (뱃머리)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.04,128.38
570,원전어촌계 (바다)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 4-4번지 앞 지선 해역 일원,35.04,128.38
571,원전어촌계 (대봉)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.04,128.38
572,원전어촌계 (강민)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.04,128.38
573,원전어촌계 (가고파)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.04,128.38
574,실리도 어촌계 (한마음2)낚시터,바다,경상남도 창원시 마산합포구 구산면 실리섬길 3,경상남도 창원시 마산합포구 구산면 심리 산 1번지 앞 지선 해역 일원,35.03,128.38
575,실리도 어촌계 (한마음1)낚시터,바다,경상남도 창원시 마산합포구 구산면 실리섬길 3,경상남도 창원시 마산합포구 구산면 심리 산 1번지 앞 지선 해역 일원,35.03,128.38
576,실리도 어촌계 (선창2)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.03,128.38
577,실리도 어촌계 (백마)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.04,128.38
578,실리도 어촌계 (반야2)낚시터,바다,경상남도 창원시 마산합포구 구산면 실리섬길 3,경상남도 창원시 마산합포구 구산면 심리 산 1번지 앞 지선 해역 일원,35.03,128.38
579,실리도 어촌계 (반야1)낚시터,바다,경상남도 창원시 마산합포구 구산면 실리섬길 3,경상남도 창원시 마산합포구 구산면 심리 산 1번지 앞 지선 해역 일원,35.03,128.38
580,실리도 어촌계 (금양)낚시터,바다,경상남도 창원시 마산합포구 구산면 이순신로 644,경상남도 창원시 마산합포구 구산면 심리 산 2번지 앞 지선 해역 일원,35.03,128.38
581,시락어촌계낚시터(3동),바다,경상남도 창원시 마산합포구 진전면 회진로 1123-25,경상남도 창원시 마산합포구 진전면 시락리 산 155-5번지 지선 공유수면,35.04,128.26
582,선창어촌계낚시터,바다,경상남도 거제시 일운면 지세포해안로 242,경상남도 거제시 일운면 지세포리 292,34.834592,128.716089
583,산천낚시터,기타,경상남도 양산시 하북면 백록로 123,경상남도 양산시 하북면 백록리 272-1,35.459104,129.085365
584,용연낚시터,기타,경상남도 양산시 하북면 삼리길 62-10,경상남도 양산시 하북면 용연리 613,35.444533,129.079991
585,화제낚시터,기타,경상남도 양산시 원동로 715-33,경상남도 양산시 원동면 화제리 3094-3,35.341618,128.969791
586,원실내바다낚시터,기타,경상남도 양산시 용주로 65,경상남도 양산시 용당동 907-4,35.430959,129.178288
587,유호어촌계낚시터,바다,경상남도 거제시 장목면 유호1길 73,,35.03,128.71
588,덕포어촌계낚시터,바다,,경상남도 거제시 덕포동 38-6,34.91,128.71
589,시방어촌계낚시터,바다,,경상남도 거제시 장목면 시방리 지선,34.96,128.71
590,장승포어촌계낚시터,바다,,경상남도 거제시 장승포동 산11-4 지선,34.86,128.73
591,도장포어촌체험마을낚시터,바다,,경상남도 거제시 남부면 갈곶리 산 28번지 지선,34.74,128.66
592,청곡어촌계낚시터,바다,,경상남도 거제시 사등면 오량리 산153 지선,34.89,128.48
593,능포어촌게낚시터,바다,경상남도 거제시 능포로16길 55,,34.88,128.74
594,바지선 선상낚시,바다,,제주특별자치도 서귀포시 토평동 516 남측 450m 지선,33.24568966,126.5775385
595,낚고락고,바다,제주특별자치도 제주시 조천읍 조함해안로 247-2,제주특별자치도 제주시 조천읍 신흥리 711-1,33.55126326,126.6469431
596,올레바당체험마을,바다,,제주특별자치도 제주시 한림읍 수원리 724-5,33.42543711,126.2640929
597,동화낚시터,기타,대구광역시 북구 동변로 24길 106(동변동),대구광역시 북구 동변동 132,35.92974,128.603563
598,무태낚시터,기타,,"대구광역시 북구 연경동 570-14, 570-35",35.935017,128.608374
599,낭만물고기실내바다낚시터,기타,대구광역시 북구 칠곡중앙대로 447(관음동),대구광역시 북구 관음동 1402-2,35.5609,128.3255
600,눈큰실내낚시터,기타,대구광역시 북구 태전로 57 (태전동),대구광역시 북구 태전동 254-32,35.9254,128.54324
601,비들지낚시터,저수지,대구광역시 군위군 군위읍 구지길 95,대구광역시 군위군 군위읍 금구리 267,36.2031,128.5722
602,대평낚시터,저수지,대구광역시 달성군 하빈면 하빈로 832,대구광역시 달성군 하빈면 대평리 934,35.93002896,128.4692446
603,도채낚시터,저수지,대구광역시 달성군 하빈면 묘동3길 122-60,대구광역시 달성군 하빈면 묘리 585-3,35.91802965,128.4215712
604,가곡낚시터,저수지,,대구광역시 달성군 하빈면 무등리 274,35.92279194,128.4667287
605,옥포낚시터,기타,,대구광역시 달성군 옥포읍 김흥리 408,35.747717,128.4924402
606,문양낚시터,저수지,대구광역시 달성군 다사읍 장귀미길 123,대구광역시 달성군 다사읍 문양리 815-1,35.74332817,128.4354565
607,약산낚시터,저수지,대구광역시 달성군 논공읍 약산덧재길 159,대구광역시 달성군 논공읍 하리 327-3,35.74332817,128.4354565
608,㈜정성레저,바다,인천광역시 중구 백운로186번길 140-1 (중산동),인천광역시 중구 중산동 1852,37.51420751,126.5436932
609,포인트실내낚시카페낚시터,기타,"인천광역시 중구 우현로 63, 몽벨,대한애경미용학원,이용화이비인후과 (내동)","인천광역시 중구 내동 203-6 몽벨,대한애경미용학원,이용화이비인후과",37.4728317,126.6289879
610,(주)영종레저,바다,"인천광역시 중구 영종순환로 279-20, 만정낚시터 (중산동)",인천광역시 중구 중산동 1853 만정낚시터,37.5154665,126.5499277
611,대동실내낚시터,기타,"인천광역시 서구 심곡로 133, 대동상가 지하 1층 (심곡동)",인천광역시 서구 심곡동 285 대동아파트,37.5448556,126.681633
612,두밀촌 낚시터,평지,인천광역시 서구 두밀로 91 (대곡동),인천광역시 서구 대곡동 260,37.629314,126.669252
613,인천 락 실내바다낚시터,기타,인천광역시 서구 한서로 36-10 (백석동),인천광역시 서구 백석동 212-70,37.580627,126.658552
614,놀이터 실내낚시카페,기타,"인천광역시 서구 가정로 208, 지하 1층 (석남동)",인천광역시 서구 석남동 540-15,37.503318,126.672398
615,가현산낚시터,평지,인천광역시 서구 가현산로23번길 87 (마전동),인천광역시 서구 마전동 3,37.621208,126.653839
616,낭만물고기,기타,"인천광역시 서구 검단로 492, 지하 1층 (마전동)",인천광역시 서구 마전동 979-4,37.602229,126.658856
617,내동저수지낚시터,저수지,인천광역시 옹진군 영흥면 내동로 100-15,인천광역시 옹진군 영흥면 내리 496-52,37.266755,126.48144
618,용담낚시터,기타,"인천광역시 옹진군 영흥면 영흥남로9번길 309, 용담어촌계축양장",인천광역시 옹진군 영흥면 외리 21-6 용담어촌계축양장,37.241739,126.476374
619,선재낚시터,기타,"인천광역시 옹진군 영흥면 선재로265번길 103, 선재고물상",인천광역시 옹진군 영흥면 선재리 산 24-2 선재고물상,37.251392,126.516174
620,영흥바다낚시터,기타,"인천광역시 옹진군 영흥면 영흥로176번길 21, 낚시터",인천광역시 옹진군 영흥면 내리 38-4 낚시터,37.260772,126.492238
