번호,낚시터명,낚시터유형,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도
621,선재 낚시공원 낚시터,기타,인천광역시 옹진군 영흥면 선재로226번길 164,인천광역시 옹진군 영흥면 선재리 521-34,37.254218,126.522002
622,DMZ실내낚시터,기타,"인천광역시 계양구 경명대로 1056, 지층 1호 (계산동)",인천광역시 계양구 계산동 944-9,37.54328641,126.7241381
623,삼성낚시터,기타,인천광역시 강화군 불은면 삼성리 1123 외,,37.414703,126.262973
624,황산초지사계절바다낚시터,기타,"인천광역시 강화군 길상면 초지리 1325-57, 1325-58-, 1325-59",,37.62125051,126.5347876
625,어류정낚시터,기타,인천광역시 강화군 삼산면 매음리 114-72,,37.66107251,126.336902
626,강화선두바다낚시터,기타,인천광역시 강화군 길상면 선두리 976-20,,37.60086755,126.4935967
627,강화바다낚시터,기타,인천광역시 강화군 길상면 장흥리 276-5,,37.60690383,126.5168784
628,길상낚시터,저수지,인천광역시 강화군 길상면 장흥리 16,,37.62515984,126.5012775
629,동검낚시터,저수지,인천광역시 강화군 길상면 동검리 109-1,,37.58768059,126.5222735
630,양오낚시터,저수지,인천광역시 강화군 송해면 양오리 10-2,,37.80023879,126.4474212
631,고구낚시터,저수지,인천광역시 강화군 교동면 고구리 243 외,,37.79635,126.292765
632,항포낚시터,저수지,인천광역시 강화군 삼산면 석모리 1148,,37.70636707,126.2840291
633,신선지낚시터,저수지,인천광역시 강화군 내가면 고천리 1852-1,,37.72045498,126.4152577
634,길정낚시터,저수지,인천광역시 강화군 양도면 길정리 403-1,,37.66259233,126.467195
635,오류내낚시터,저수지,인천광역시 강화군 송해면 하도리 621,,37.75926215,126.4520722
636,국화낚시터,저수지,인천광역시 강화군 강화읍 국화리 450,,37.74460253,126.4619292
637,내가낚시터,저수지,인천광역시 강화군 내가면 고천리 462,,37.72518794,126.3936217
638,황청낚시터,저수지,인천광역시 강화군 내가면 황청리 531,,37.71508509,126.3638447
639,인산낚시터,저수지,인천광역시 강화군 양도면 인산리 105,,37.69854279,126.4312672
640,파도바다 실내낚시터,기타,"인천광역시 남동구 남동대로 897번길 5, 제지층(간석동)",인천광역시 남동구 간석동 283-1 제지층,37.4623753,126.7077663
641,놀러와 실내낚시터,기타,"인천광역시 남동구 백범로 203, 지층 102호(만수동)",인천광역시 남동구 만수동 897-2,37.45945344,126.7261954
642,어썸 실내낚시카페,기타,"인천광역시 남동구 백범로 417, 지하1층(간석동)",인천광역시 남동구 간석동 238-9,37.4672684,126.7025735
643,나까보까 실내낚시터,기타,"인천광역시 남동구 구월로 291, 지하1층(만수동)",인천광역시 남동구 만수동 906-19,37.4558425,126.7207845
644,얼빵 낚시카페,기타,"인천광역시 남동구 인주대로 580, 지하 2층(구월동)",인천광역시 남동구 구월동 1126,37.4497578,126.6991131
645,또와또 실내낚시터,기타,인천광역시 남동구 남동대로 881 지하층(간석동),인천광역시 남동구 간석동 284-2,37.4656135,126.707077
646,남촌낚시터,기타,인천광역시 남동구 남촌로 67번길 60-3(남촌동),인천광역시 남동구 남촌동 582,37.4266899,126.7128884
647,소래바다낚시터,기타,인천광역시 남동구 소래로 154번길 25-40(논현동),인천광역시 남동구 논현동 33-14,37.40682335,126.7405419
648,영종뚜루실내바다낚시터,기타,"인천광역시 중구 영종진광장로 45, 3층 (중산동)",인천광역시 중구 중산동 1938-8,37.495641,126.578576
649,J&D 실내바다낚시터,기타,"인천광역시 중구 서해대로417번길 2, 재향군인회관 지1층 (신흥동2가)",인천광역시 중구 신흥동2가 54-7 재향군인회관,37.464197,126.633021
650,천혜바다낚시터,저수지,인천광역시 중구 중산로 124 (중산동),인천광역시 중구 중산동 1125-13,37.509454,126.564985
651,주주실내낚시클럽,기타,"인천광역시 미추홀구 주안로 113, 덕진빌딩 지하2층 (주안동)",인천광역시 미추홀구 주안동 130-5 덕진빌딩,37.46425733,126.6822339
652,도시어부낚시카페,기타,"인천광역시 미추홀구 주안로104번길 24, 지하2층제2호(주안동)",인천광역시 미추홀구 주안동 143-1,37.46282174,126.6809926
653,뚜루실내바다낚시터,기타,"인천광역시 서구 세자봉로 97-12, 공장 (금곡동)",인천광역시 서구 금곡동 90-8 공장,37.612035,126.64947
654,피싱카페낚시터,기타,"광주광역시 동구 서석로85번길 8-13, 지하1층(대의동)",광주광역시 동구 대의동 2,35.15032933,126.9205759
655,붕어의 신 실내낚시터,기타,광주광역시 동구 중앙로 157(호남동),광주광역시 동구 호남동 35-3,35.14828344,126.9129881
656,신가리낚시터,기타,광주광역시 광산구 풍영철길로 190-23 (신가동),광주광역시 광산구 신가동 200-181,35.17240056,126.8285034
657,상무낚시터,기타,광주광역시 서구 유덕로141번길 31-1,광주광역시 서구 덕흥동 26-1,35.16357724,126.8386542
658,물만난고기,기타,"대전 중구 대종로 488번길 39, 지하(은행동)",,36.329039,127.42833
659,Love낚시카페,기타,"대전광역시 서구 관저로 160, 지하1층",,36.29872121,127.3395894
660,우명실내낚시터,기타,대전광역시 서구 우명길 148(우명동),,36.2287571,127.2935111
661,물만난고기,기타,"대전광역시 중구 대종로 488번길 39, 지하(은행동)",대전광역시 중구 은행동 45-2,36.329039,127.42833
662,물만난고기,기타,"대전광역시 중구 대종로 488번길 39, 지하(은행동)",대전광역시 중구 은행동 45-2,36.329039,127.42833
663,물만난고기,기타,"대전광역시 중구 대종로 488번길 39, 지하(은행동)",대전광역시 중구 은행동 45-2,36.329039,127.42833
664,송정유료낚시터,바다,울산광역시 서생면 해맞이로 1331,울산광역시 울주군 서생면 대송리 339-8,35.3669,129.35324
665,원실내낚시터,기타,울산광역시 울주군 온산읍 신온8길 20-6,울산광역시 울주군 온산읍 덕신리 433-7,35.4292604,129.3109347
666,당사해양낚시공원,바다,울산광역시 북구 용바위1길 58 (당사동),울산광역시 북구 당사동 508,35.581079,129.455723
667,해적바다실내낚시터,기타,"울산광역시 동구 화잠로 105, 지하 1층 (방어동)",울산광역시 동구 방어동 1024-12,35.47849091,129.413984
668,조치원낚시터,평지,세종시 전동면 전동로 245,세종시 전동면 노장리 543-1,36.672891,127.269954
669,잡아잡아낚시카페,기타,세종시 조치원읍 새내16길 28,세종시 조치원읍 교리 17-14,36.604395,127.298527
670,용천농장낚시터,평지,세종시 금남면 황토고개길 80-10,세종시 금남면 원봉리 546-2,36.453638,127.233773
671,어심바다낚시터,바다,"경기도 안산시 단원구 잘푸리길 109, 어심바다낚시터 (대부남동)",경기도 안산시 단원구 대부남동 1109,37.23606522,126.5658309
672,해솔바다낚시터,바다,"경기도 안산시 단원구 구봉길 152, 해솔바다낚시터 (대부북동)",경기도 안산시 단원구 대부북동 1870-105,37.27837617,126.5542115
673,우리실내낚시터,평지,"경기도 안산시 단원구 화랑로 28, 우리실내바다낚시터 지하1층 (원곡동)",경기도 안산시 단원구 원곡동 763-5 지하1층,37.3321166,126.7960887
674,k3바다낚시터,바다,"경기도 안산시 단원구 작은상재미길 86, k3바다낚시터 (대부동동)",경기도 안산시 단원구 대부동동 643-35 해성바다낚시터,37.25218005,126.6139694
675,등대바다낚시터,바다,"경기도 안산시 단원구 금당구지길 91, 등대바다낚시터 (대부남동)",경기도 안산시 단원구 대부남동 187-4,37.23054271,126.5905621
676,북동낚시터,저수지,"경기도 안산시 단원구 뻐꾹산길 98, 북동낚시터 (대부북동)",경기도 안산시 단원구 대부북동 999,37.25690318,126.5810408
677,조부장바다낚시터,바다,"경기도 안산시 단원구 구봉길 55, 조부장바다낚시터 (대부북동)",경기도 안산시 단원구 대부북동 1865-240,37.27139676,126.5618899
678,대부도바다낚시터,바다,"경기도 안산시 단원구 구봉타운길 22, 대부도바다낚시터 (대부북동)",경기도 안산시 단원구 대부북동 1870-72,37.27772841,126.5516876
679,수암낚시터,저수지,"경기도 안산시 상록구 지장골길 51-18, 수암낚시터 (수암동)",경기도 안산시 상록구 수암동 17,37.37232031,126.8808464
680,독도바다낚시터,바다,"경기도 안산시 단원구 새방죽길 165, 독도바다낚시터 (대부북동)",경기도 안산시 단원구 대부북동 642-172,37.23985943,126.5660486
681,하늘바다낚시터,바다,"경기도 안산시 단원구 작은상재미길 99, 하늘바다낚시터 (대부동동)",경기도 안산시 단원구 대부동동 643-9 하늘바다낚시터,37.23338146,126.6077971
682,못말낚시터,평지,경기도 양주시 남면 현석로 781-14,경기도 양주시 남면 경신리 222,37.85149836,126.9821002
683,용암낚시터,저수지,,경기도 양주시 은현면 용암리 346-2,37.85284499,127.0500455
684,살구골낚시터,평지,,경기도 양주시 은현면 도하리 396,37.84001046,127.0042246
685,신암낚시터,저수지,경기도 양주시 남면 감악산로 514번길 365,경기도 양주시 남면 신암리 158,37.91971034,126.9640752
686,남방낚시터,저수지,경기도 양주시 양주산성로 280-7,경기도 양주시 어둔동 159,37.77576379,127.0180123
687,효촌낚시터,저수지,,경기도 양주시 광적면 효촌리 337-1,37.87937325,126.9561064
688,봉암낚시터,저수지,경기도 양주시 남면 양연로173번길 82-28,경기도 양주시 남면 황방리 230,37.9234617,126.994659
689,원당,저수지,,경기도 양주시 남면 황방리 377-1,37.92235363,126.9869436
690,칠봉산,평지,경기도 양주시 천보산로 201,경기도 양주시 회암동 194,37.85687137,127.0985831
691,광사,평지,경기도 양주시 부흥로 1864-40,경기도 양주시 광사동 373-10,37.7885519,127.0709504
692,동산,저수지,경기도 양주시 남면 감악산로514번길 54-20,경기도 양주시 남면 신암리 99-4,37.90829399,126.9653998
693,장자원,평지,경기도 양주시 장흥면 일영로502번길 2-105,경기도 양주시 장흥면 삼상리 455-1,37.68574374,126.9285218
694,은현피싱타운,평지,경기도 양주시 은현면 그루고개로490번길 49-27,경기도 양주시 은현면 도하리 120-4,37.85146262,127.0157938
695,삼하,평지,,"경기도 양주시 장흥면 삼하리 198-1,3,4",37.67330775,126.9088062
696,송추,평지,경기도 양주시 장흥면 호국로 586-24,경기도 양주시 장흥면 울대리 426-1,37.7177652,126.9792169
697,일영낚시터,평지,,경기도 양주시 장흥면 일영리 572-4,37.70596996,126.9315963
698,자일낚시터,저수지,경기도 의정부시 호국로1860번길 79,,37.77156,127.105302
699,가자실내낚시터,기타,경기도 의정부시 시민로 117(의정부동),,37.738678,127.04832
700,또또와 실내낚시카페,기타,경기도 의정부시 추동로19번길 7,,37.743652,127.057607
701,부림낚시터(부림저수지),저수지,경기도 양평군 개군면 불곡덕고갯길 134-66,경기도 양평군 개군면 부리 360,37.43924011,127.5477091
702,수곡낚시터(어은저수지),저수지,경기도 양평군 지평면 어은길 71,경기도 양평군 지평면 수곡리 95-3,37.44059045,127.5999993
703,월산낚시터(월산저수지),저수지,,경기도 양평군 지평면 월산리 525,37.47269801,127.6511908
704,백동낚시터(백동저수지),저수지,,경기도 양평군 단월면 덕수리 20,37.56063061,127.6867879
705,그린낚시터(전수저수지),저수지,경기도 양평군 강하면 수대길 110,경기도 양평군 강하면 전수리 215,37.48031275,127.4263199
706,신애낚시터,저수지,경기도 양평군 양평읍 새만이길 86,경기도 양평군 양평읍 신애리 236,37.51020947,127.4959266
707,오빈낚시터(오빈저수지),저수지,,경기도 양평군 양평읍 덕평리 414-8,37.50612798,127.4898977
708,대석낚시터(대석저수지),저수지,경기도 양평군 강상면 강남로 1811,경기도 양평군 강상면 대석리 114,37.4269477,127.4777729
709,향리낚시터(향리저수지),저수지,경기도 양평군 개군면 아랫상골길 45,경기도 양평군 개군면 향리 131-2,37.43479102,127.5667369
710,세월낚시터,저수지,,경기도 양평군 강상면 세월리 586-2,37.44519278,127.4805659
711,대명낚시터,저수지,경기도 양평군 단월면 소부록길 35,경기도 양평군 단월면 부안리 379-2,37.56866935,127.6741137
712,피쉬랜드낚시터,저수지,경기도 양평군 강하면 강하2로 367,경기도 양평군 강하면 성덕리 262-4,37.46486201,127.4205487
713,고재낚시터,저수지,경기도 양평군 지평면 고재길 108,경기도 양평군 지평면 곡수리 536,37.42743942,127.606234
714,이화,기타,,김포시 고촌읍 태리 584-3,37.59474754,126.7371851
715,그린,기타,경기도 김포시 고촌읍 인향로210번길 52,김포시 고촌읍 태리 968,37.58613284,126.7550609
716,대원,기타,,김포시 통진읍 옹정리 168,37.69198293,126.5633697
717,구래,기타,경기도 김포시 양촌읍 김포한강8로 100-59,"김포시 양촌읍 구래리 667-1,4,5,12",37.6299166,126.6393915
718,태리,기타,,"김포시 고촌읍 태리 195-1, 196",37.59677976,126.7476294
719,조강,저수지,,김포시 월곶면 조강리 230-10번지 외 20필지,37.74525183,126.5719274
720,김포실내바다낚시터,기타,경기도 김포시 대곶면 대곶서로 283-25,김포시 대곶면 율생리 623-18,37.64514736,126.5806472
721,김포,기타,,"김포시 하성면 양택리 91, 125, 125-1, -3, -4, -5",37.73401049,126.622395
722,고정,기타,경기도 김포시 통진읍 고척로 104,김포시 통진읍 고정리 407,37.71745781,126.5874016
723,고막낚시터,저수지,경기도 김포시 월곶면 애기봉로 85-12,김포시 월곶면 고막리 403-1,37.72184279,126.5581979
724,아리수,기타,,"김포시 하성면 후평리 42, 45",37.74917318,126.6513078
725,김포 피싱존,기타,경기도 김포시 양촌읍 석모로44번길 93,김포시 양촌읍 석모리 758,37.65637157,126.6470106
726,드림바다실내낚시터,기타,경기도 김포시 풍무로9번길 26,김포시 풍무동 597-1,37.59759729,126.7201017
727,놀러와실내낚시카페,평지,"경기도 안산시 상록구 샘골로 159, 창원빌딩 지하1층 2~3호 (본오동)",경기도 안산시 상록구 본오동 879-9 창원빌딩 지하1층 2~3호,37.2980656,126.862948
728,낚시존낚시카페,평지,"경기도 안산시 단원구 고잔로 76, 영풍빌딩 지하1층 37~41호 (고잔동)",경기도 안산시 단원구 고잔동 533-3 영풍빌딩 37~41호,37.3188909,126.8348385
729,꾼낚시카페,평지,"경기도 안산시 단원구 고잔2길 38, 중앙상가 지하층 1,2,3호 (고잔동)","경기도 안산시 단원구 고잔동 537-2 중앙상가 1,2,3호",37.31756622,126.8353289
730,밤밭,저수지,경기도 포천시 가산면 포천로 912번길 143-94,,37.84250079,127.2136439
731,가산낚시터,저수지,경기도 포천시 가산면 우금길 13-32,,37.82549928,127.2125165
732,중리테마파크,저수지,경기도 포천시 관인면 지장산길 65,,38.10167638,127.1992908
733,금주,저수지,경기도 포천시 영중면 물안길 135,,37.97376415,127.2701662
734,지청,저수지,경기도 포천시 일동면 청지로 150-41,,37.95845374,127.3300224
735,마전,저수지,경기도 포천시 가산면 마전길 129-1,,37.84907203,127.2139254
736,용담대물,저수지,경기도 포천시 관인면 사정리 384-3,경기도 포천시 관인면 사정리 384-3,38.13744071,127.2617286
737,직두리,저수지,경기도 포천시 군내면 진구자리1길 14,,37.87725794,127.2300427
738,새마을,저수지,경기도 포천시 군내면 좌의길 79,,37.86264904,127.2152827
739,무네미,저수지,경기도 포천시 군내면 유교리 88번길 43,,37.86690636,127.1949493
740,내촌,저수지,경기도 포천시 내촌면 내진로 30번길 64,,37.7872828,127.2235448
741,동교,저수지,경기도 포천시 동교동 670-3,경기도 포천시 동교동 670-3,37.85092126,127.1224802
742,수목원레저,저수지,경기도 포천시 소흘읍 직동길 28,,37.76563953,127.1700127
743,황금연못,저수지,경기도 포천시 신북면 포천로 2371,,37.96116913,127.1933304
744,태산,저수지,경기도 포천시 영북면 호국로 3421번길 8,,38.04295578,127.2655168
745,초원,저수지,경기도 포천시 자작동 자작로3길85,,37.87683209,127.1691193
746,우금,저수지,경기도 포천시 가산면 우금6길 43-44,,37.84002891,127.2164266
747,밤밭실내낚시터,저수지,경기도 포천시 가산면 포천로 912번길 143-94,,37.84250079,127.2136439
748,동교실내,저수지,경기도 포천시 동교동 원동교길 268,,37.85123047,127.1226637
749,수목원,저수지,경기도 포천시 소흘읍 직동리 80-4,경기도 포천시 소흘읍 직동리 80-4,37.76614895,127.1690342
750,금강,저수지,경기도 포천시 일동면 새낭로 66,,37.98426442,127.3346887
751,고일,저수지,경기도 포천시 신북면 포천로 2721번길 157,,37.97524619,127.1728453
752,길명,저수지,경기도 포천시 일동면 영일로 316,,37.94734418,127.2596293
753,운천낚시공원,저수지,경기도 포천시 영북면 호국로 4350번길 136-204,,38.09911938,127.2972835
754,88실내바다낚시터,기타,경기도 고양시 덕양구 고골길116번길 14-67(관산동),,37.71074,126.86322
755,퐁퐁실내낚시터,기타,경기도 고양시 일산동구 탄중로 429 성지프라자 지하1층 102호(중산동),,37.69076,126.77767
756,백두산낚시터,기타,경기도 고양시 덕양구 서리골길36번길 158-7(선유동),,37.68858,126.9114
757,백용낚시터,기타,경기도 고양시 일산동구 감내길 73(성석동),,37.71391,126.78215
758,문봉낚시터,기타,경기도 고양시 일산동구 성현로268번길 153(문봉동),,37.70112,126.81428
759,보물섬낚시터,기타,경기도 고양시 덕양구 대곡길 31-8(내곡동),,37.64341,126.80289
760,봉림낚시터,기타,경기도 고양시 덕양구 호국로1595번길 25(대자동),,37.69295,126.89947
761,뚜루실내낚시놀이터,기타,"경기도 고양시 일산동구 견달산로225번길 26-44, 나동(식사동)",,37.68912,126.81875
762,바위골 낚시터,평지,경기도 군포시 호수로 43-178(둔대동),경기도 군포시 둔대동 537,37.329291,126.878918
763,남양주 락 실내바다 낚시터,평지,경기도 남양주시 고재로 143,경기도 남양주시 진건읍 배양리 313-8,37.6351,127.1784
764,남양주탑실내바다낚시터,평지,경기도 남양주시 진접읍 금강로 1857,경기도 남양주시 진접읍 팔야리 741-1,37.75,127.2098
765,초원 낚시터,평지,경기도 남양주시 석실로408번길 142,경기도 남양주시 와부읍 율석리 522-7,37.6133,127.2203
766,숲속낚시터,평지,경기도 남양주시 식송1로 254-72,경기도 남양주시 별내동 2119,37.6622,127.1084
767,늘푸른낚시터,평지,경기도 남양주시 별내면 청학로48번길 29-13,경기도 남양주시 별내면 청학리 181-1,37.7063,127.1237
768,천지연낚시터,평지,경기도 남양주시 고래산로 274,경기도 남양주시 와부읍 월문리 1306,37.5988,127.2874
769,수동그린낚시터,평지,경기도 남양주시 수동면 지둔로 71-27,경기도 남양주시 수동면 운수리 230-1,37.7015,127.3186
770,헤라낚시터,평지,경기도 남양주시 별내면 청학로54번길 83,경기도 남양주시 별내면 청학리 244,37.7128,127.1252
771,경춘낚시터,평지,경기도 남양주시 경춘로답내1길 122,"경기도 남양주시 화도읍 답내리 567,571-1,572",37.6626,127.3377
772,창포연못낚시터,평지,경기도 남양주시 진건우회로120번길 82-2,경기도 남양주시 진건읍 사능리 557-3,37.6453,127.1838
773,남양낚시터,평지,경기도 남양주시 와부읍 석실로592번길 60,경기도 남양주시 와부읍 율석리 473,37.6157,127.2163
774,월문낚시터,평지,경기도 남양주시 와부읍 수레로661번안길 95,경기도 남양주시 와부읍 월문리 96,37.6246,127.2759
775,진벌낚시공원,평지,경기도 남양주시 진접읍 진벌리 324,경기도 남양주시 진접읍 진벌리 324,37.7346,127.2276
776,배양낚시터,저수지,경기도 남양주시 진건읍 고재로191번길 64-17,경기도 남양주시 진건읍 배양리 218,37.639,127.1871
777,화도낚시터,저수지,경기도 남양주시 화도읍 경춘로2414번길 50-14,경기도 남양주시 화도읍 금남리 55-2,37.6554,127.3601
778,의왕시 낚시터 없음,기타,"경기도 의왕시 시청로 11, 의왕시청 (고천동)",경기도 의왕시 고천동 171 의왕시청,37.345438,126.968239
779,아방리낚시터,저수지,경기도 광명시 범안로 740-12 (노온사동),경기도 광명시 노온사동 455,37.4425983,126.856398
780,샘터낚시터,저수지,경기도 광명시 장절로 96-33 (노온사동),경기도 광명시 노온사동 833-2,37.4313547,126.8571543
781,못난이샤크 실내바다낚시터,기타,"경기도 광명시 광명로 858, 지하1층 (광명동)",경기도 광명시 광명동 295-18,37.4756438,126.852954
782,일산바다실내낚시터,기타,경기도 고양시 일산동구 지영로 29-1 (문봉동),경기도 고양시 일산동구 문봉동 58-46,37.703406,126.824354
783,노진낚시터,저수지,경기도 화성시 장안면 노진리 1467 외 2필지,경기도 화성시 장안면 노진리 1467 외 2필지,37.02226239,126.8152478
784,대성낚시터,저수지,경기도 화성시 팔탄면 녹막말길9번길 199,경기도 화성시 팔탄면 율암리 267-1번지,37.17188889,126.8660989
785,용주골낚시터,저수지,경기도 화성시 황계남길 15,경기도 화성시 송산동 183-4번지,37.21157743,127.0086725
786,기천낚시터,저수지,경기도 화성시 봉담읍 건달산로 309-33,경기도 화성시 봉담읍 상기리 653번지,37.19629691,126.9117052
787,관리낚시터,저수지,경기도 화성시 향남읍 동오리 545-1 외 3필지,경기도 화성시 향남읍 동오리 545-1 외 3필지,37.13297478,126.9457119
788,버들낚시터,저수지,경기도 화성시 장안면 버들안길 3,경기도 화성시 장안면 석포리 478-1번지,37.12872541,126.8353876
789,어천낚시터,저수지,경기도 화성시 매송면 어사로 47,경기도 화성시 매송면 어천리 241-1번지,37.25528976,126.9144635
790,새봉낚시터,저수지,경기도 화성시 정남면 세자로303번길 46,경기도 화성시 정남면 보통리 33번지,37.1947972,126.9760645
791,신촌낚시터,저수지,경기도 화성시 매송면 매송북길 179,경기도 화성시 매송면 송라리 284-1번지,37.28422966,126.9017887
792,조암낚시터,저수지,경기도 화성시 우정읍 한뿌리1길 157-25,경기도 화성시 우정읍 한각리 94-7번지,37.09650621,126.8021179
793,송라낚시터,저수지,경기도 화성시 매송면 매송북길 179,경기도 화성시 매송면 송라리 284-1번지,37.28422966,126.9017887
794,동방낚시터,저수지,경기도 화성시 팔탄면 노하길116번길 198,경기도 화성시 팔탄면 노하리 596번지,37.15153123,126.8634678
795,안석낚시터,저수지,경기도 화성시 남양읍 활초길 214-17,경기도 화성시 남양읍 안석리 산118-1번지,37.16005343,126.8344179
796,은수포낚시터,저수지,경기도 화성시 서신면 은수포길 194,경기도 화성시 서신면 전곡리 80-12번지,37.19982403,126.6914026
797,덕우낚시터,저수지,경기도 화성시 봉담읍 삼천병마로 709,경기도 화성시 봉담읍 덕리 70-3번지,37.17108351,126.9358869
798,당골낚시터,저수지,경기도 화성시 장안면 장안리 35 외 6필지,경기도 화성시 장안면 장안리 35 외 6필지,37.05532018,126.8664096
799,화성대어낚시터,저수지,경기도 화성시 비봉면 비봉로528번길 40,경기도 화성시 비봉면 삼화리 15-1번지,37.26042685,126.8529977
800,초당낚시터,저수지,경기도 화성시 봉담읍 주석로 891-21,경기도 화성시 봉담읍 상기리 607번지,37.20057681,126.911655
801,성지골낚시터,저수지,경기도 화성시 서신면 장외리 214-2 외 4필지,경기도 화성시 서신면 장외리 214-2 외 4필지,37.17196949,126.6702362
802,양석낚시터,저수지,경기도 화성시 향남읍 하길리 504-1 외 2필지,경기도 화성시 향남읍 하길리 504-1 외 2필지,37.10886824,126.9240506
803,스타바다좌대낚시터,바다,경기도 화성시 서신면 송교리 405-1 외 1필지,경기도 화성시 서신면 송교리 405-1 외 1필지,37.1705191,126.6577333
804,서신레저바다낚시터,바다,경기도 화성시 서신면 화남공단로 79,경기도 화성시 서신면 송교리 42-21번지,37.16170633,126.6814562
805,국화리해상좌대낚시터,바다,경기도 화성시 우정읍 국화길 2,경기도 화성시 우정읍 국화리 137번지,37.06090765,126.5593612
806,매송낚시터,저수지,경기도 화성시 매송면 매송로330번길 50,경기도 화성시 매송면 야목리 574번지,37.26439417,126.8864237
807,죠스실내낚시카페,기타,경기도 화성시 효행로 1051,경기도 화성시 진안동 914-1번지,37.21465039,127.0417616
808,화성락실내바다낚시터,기타,경기도 화성시 봉담읍 하가등리 379-12,경기도 화성시 봉담읍 하가등리 379-12,37.14559335,126.9308477
809,송라손맛터,저수지,경기도 화성시 매송면 송라리 380-1 외 2필지,경기도 화성시 매송면 송라리 380-1 외 2필지,37.281175,126.895676
810,시화힐링낚시터,기타,경기도 화성시 안녕남로58번길 4,경기도 화성시 안녕동 176-320번지,37.196444,126.989738
811,뚜루실내바다낚시터,기타,경기도 화성시 비봉면 쌍학길 75,경기도 화성시 비봉면 쌍학리 175-1번지,37.242891,126.897376
812,기안실내바다낚시터,기타,경기도 화성시 기안동로 48-4 (기안동),경기도 화성시 기안동 47-2,37.22982549,126.9888555
813,형제수산낚시터,기타,경기도 화성시 서신면 매화1길 71,경기도 화성시 서신면 상안리 711-4,37.17381111,126.7062272
814,앵글러실내낚시터,기타,경기도 화성시 동탄대로 446(동탄역 그란비아스타),경기도 화성시 청계동 564(동탄역 그란비아스타),37.1934,127.10006
815,도깨비 낚시터,기타,"경기도 화성시 10용사로 336-9(능동), B동 1층",경기도 화성시 능동 805,37.1979,127.0545
816,비봉 낚시터,기타,경기도 화성시 비봉면 쌍학리 776,"경기도 화성시 비봉면 쌍학리 776, 777, 778",37.2262,126.8958
817,본죽낚시터,저수지,경기도 이천시 율면 주래본죽로 508-1,경기도 이천시 율면 본죽리 401,37.08,127.52
818,학암낚시터,저수지,경기도 이천시 신둔면 이장로311번길 490,경기도 이천시 신둔면 고척리 493,37.28,127.37
819,고담낚시터,저수지,경기도 이천시 진상미로2192번길 217,경기도 이천시 고담동 298-3,37.23,127.46
